grid,table_name,item,kind,definition
6,profiles,sync_profile_privacy,enabled=O,CREATE TRIGGER sync_profile_privacy AFTER INSERT OR UPDATE OF visibility ON public.profiles FOR EACH ROW EXECUTE FUNCTION sync_privacy_settings()
6,profiles,trigger_auto_update_display_name,enabled=O,"CREATE TRIGGER trigger_auto_update_display_name BEFORE INSERT OR UPDATE OF first_name, middle_name, last_name, full_name, username ON public.profiles FOR EACH ROW EXECUTE FUNCTION auto_update_display_name()"
6,season_highlights,handle_updated_at_season_highlights,enabled=O,CREATE TRIGGER handle_updated_at_season_highlights BEFORE UPDATE ON public.season_highlights FOR EACH ROW EXECUTE FUNCTION handle_updated_at()
6,sports,handle_updated_at_sports,enabled=O,CREATE TRIGGER handle_updated_at_sports BEFORE UPDATE ON public.sports FOR EACH ROW EXECUTE FUNCTION handle_updated_at()
7,(function),auto_update_display_name,function,"CREATE OR REPLACE FUNCTION public.auto_update_display_name() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ BEGIN ⏎   -- Auto-generate display name from first/last name if empty ⏎   IF NEW.first_name IS NOT NULL AND NEW.last_name IS NOT NULL THEN ⏎     IF NEW.full_name IS NULL OR NEW.full_name = '' THEN ⏎       NEW.full_name := NEW.first_name || ' ' || NEW.last_name; ⏎     END IF; ⏎   END IF; ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),decrement_comment_likes_count,function,"CREATE OR REPLACE FUNCTION public.decrement_comment_likes_count() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ BEGIN ⏎   UPDATE public.post_comments ⏎   SET likes_count = GREATEST(0, likes_count - 1) ⏎   WHERE id = OLD.comment_id; ⏎   RETURN OLD; ⏎ END; ⏎ $function$ ⏎ "
7,(function),handle_updated_at,function,"CREATE OR REPLACE FUNCTION public.handle_updated_at() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ BEGIN ⏎   NEW.updated_at = timezone('utc'::text, now()); ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),increment_comment_likes_count,function,"CREATE OR REPLACE FUNCTION public.increment_comment_likes_count() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ BEGIN ⏎   UPDATE public.post_comments ⏎   SET likes_count = likes_count + 1 ⏎   WHERE id = NEW.comment_id; ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),notify_comment_like,function,"CREATE OR REPLACE FUNCTION public.notify_comment_like() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO '' ⏎ AS $function$ ⏎       DECLARE ⏎         v_actor_name TEXT; ⏎         v_comment_author UUID; ⏎       BEGIN ⏎         -- SCHEMA-QUALIFIED post_comments table ⏎         SELECT profile_id INTO v_comment_author FROM public.post_comments WHERE id = NEW.comment_id; ⏎         IF v_comment_author = NEW.profile_id THEN RETURN NEW; END IF; ⏎  ⏎         -- SCHEMA-QUALIFIED profiles table ⏎         SELECT COALESCE(first_name || ' ' || last_name, full_name, 'Someone') ⏎         INTO v_actor_name FROM public.profiles WHERE id = NEW.profile_id; ⏎  ⏎         -- SCHEMA-QUALIFIED function call ⏎         PERFORM public.create_notification( ⏎           p_user_id := v_comment_author, ⏎           p_type := 'like', ⏎           p_actor_id := NEW.profile_id, ⏎           p_title := v_actor_name || ' liked your comment', ⏎           p_action_url := '/feed?comment=' || NEW.comment_id, ⏎           p_comment_id := NEW.comment_id, ⏎           p_metadata := jsonb_build_object('comment_id', NEW.comment_id) ⏎         ); ⏎         RETURN NEW; ⏎       END; ⏎       $function$ ⏎ "
7,(function),notify_follow_accepted,function,"CREATE OR REPLACE FUNCTION public.notify_follow_accepted() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ DECLARE ⏎   v_actor_name TEXT; ⏎ BEGIN ⏎   IF OLD.status = 'pending' AND NEW.status = 'accepted' THEN ⏎     v_actor_name := public.get_actor_display_name(NEW.following_id); ⏎  ⏎     PERFORM public.create_notification( ⏎       p_user_id := NEW.follower_id, ⏎       p_type := 'follow_accepted', ⏎       p_actor_id := NEW.following_id, ⏎       p_title := v_actor_name || ' accepted your follow request', ⏎       p_action_url := '/athlete/' || NEW.following_id, ⏎       p_follow_id := NEW.id, ⏎       p_metadata := jsonb_build_object('follow_id', NEW.id) ⏎     ); ⏎   END IF; ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),notify_follow_declined,function,"CREATE OR REPLACE FUNCTION public.notify_follow_declined() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ BEGIN ⏎   -- Update the follow_request notification status when request is deleted ⏎   IF OLD.status = 'pending' THEN ⏎     UPDATE public.notifications ⏎     SET action_status = 'declined', ⏎         action_taken_at = NOW() ⏎     WHERE follow_id = OLD.id ⏎       AND type = 'follow_request'; ⏎   END IF; ⏎   RETURN OLD; ⏎ END; ⏎ $function$ ⏎ "
7,(function),notify_follow_request,function,"CREATE OR REPLACE FUNCTION public.notify_follow_request() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ DECLARE ⏎   v_actor_name TEXT; ⏎ BEGIN ⏎   IF NEW.status = 'pending' THEN ⏎     v_actor_name := public.get_actor_display_name(NEW.follower_id); ⏎  ⏎     PERFORM public.create_notification( ⏎       p_user_id := NEW.following_id, ⏎       p_type := 'follow_request', ⏎       p_actor_id := NEW.follower_id, ⏎       p_title := v_actor_name || ' sent you a follow request', ⏎       p_message := NEW.message, ⏎       p_action_url := '/app/followers?tab=requests', ⏎       p_follow_id := NEW.id, ⏎       p_metadata := jsonb_build_object('follow_id', NEW.id, 'action_status', 'pending') ⏎     ); ⏎   END IF; ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),notify_new_follower,function,"CREATE OR REPLACE FUNCTION public.notify_new_follower() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ DECLARE ⏎   v_actor_name TEXT; ⏎ BEGIN ⏎   IF NEW.status = 'accepted' THEN ⏎     v_actor_name := public.get_actor_display_name(NEW.follower_id); ⏎  ⏎     PERFORM public.create_notification( ⏎       p_user_id := NEW.following_id, ⏎       p_type := 'new_follower', ⏎       p_actor_id := NEW.follower_id, ⏎       p_title := v_actor_name || ' started following you', ⏎       p_action_url := '/athlete/' || NEW.follower_id, ⏎       p_follow_id := NEW.id, ⏎       p_metadata := jsonb_build_object('follow_id', NEW.id) ⏎     ); ⏎   END IF; ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),notify_post_comment,function,"CREATE OR REPLACE FUNCTION public.notify_post_comment() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ DECLARE ⏎   v_post_owner UUID; ⏎   v_actor_name TEXT; ⏎ BEGIN ⏎   -- Held/rejected comments are invisible: no notification until approval ⏎   -- (the app sends it when a guardian approves). ⏎   IF NEW.status <> 'published' THEN ⏎     RETURN NEW; ⏎   END IF; ⏎  ⏎   SELECT profile_id INTO v_post_owner FROM public.posts WHERE id = NEW.post_id; ⏎   IF v_post_owner IS NULL OR v_post_owner = NEW.profile_id THEN ⏎     RETURN NEW; ⏎   END IF; ⏎  ⏎   v_actor_name := public.get_actor_display_name(NEW.profile_id); ⏎  ⏎   PERFORM public.create_notification( ⏎     p_user_id := v_post_owner, ⏎     p_type := 'comment', ⏎     p_actor_id := NEW.profile_id, ⏎     p_title := v_actor_name || ' commented on your post', ⏎     p_action_url := '/feed', ⏎     p_post_id := NEW.post_id, ⏎     p_comment_id := NEW.id, ⏎     p_metadata := jsonb_build_object('post_id', NEW.post_id, 'comment_id', NEW.id) ⏎   ); ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),notify_post_like,function,"CREATE OR REPLACE FUNCTION public.notify_post_like() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO '' ⏎ AS $function$ ⏎     DECLARE ⏎       v_post_owner UUID; ⏎       v_actor_name TEXT; ⏎     BEGIN ⏎       SELECT profile_id INTO v_post_owner FROM public.posts WHERE id = NEW.post_id; ⏎       IF v_post_owner IS NULL OR v_post_owner = NEW.profile_id THEN ⏎         RETURN NEW; ⏎       END IF; ⏎  ⏎       v_actor_name := public.get_actor_display_name(NEW.profile_id); ⏎  ⏎       PERFORM public.create_notification( ⏎         p_user_id := v_post_owner, ⏎         p_type := 'like', ⏎         p_actor_id := NEW.profile_id, ⏎         p_title := v_actor_name || ' liked your post', ⏎         p_action_url := '/feed', ⏎         p_post_id := NEW.post_id, ⏎         p_metadata := jsonb_build_object('post_id', NEW.post_id) ⏎       ); ⏎       RETURN NEW; ⏎     END; ⏎     $function$ ⏎ "
7,(function),posts_search_vector_update,function,"CREATE OR REPLACE FUNCTION public.posts_search_vector_update() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ BEGIN ⏎   NEW.search_vector := setweight(to_tsvector('english', COALESCE(NEW.caption, '')), 'A') || ⏎     setweight(to_tsvector('english', COALESCE(array_to_string(NEW.tags, ' '), '')), 'B') || ⏎     setweight(to_tsvector('english', COALESCE(array_to_string(NEW.hashtags, ' '), '')), 'B'); ⏎   RETURN NEW; ⏎ END; $function$ ⏎ "
7,(function),profiles_search_vector_update,function,"CREATE OR REPLACE FUNCTION public.profiles_search_vector_update() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO 'public', 'extensions' ⏎ AS $function$ ⏎ BEGIN ⏎   NEW.search_vector := ⏎     setweight(to_tsvector('simple', public.search_normalize(NEW.first_name)), 'A') || ⏎     setweight(to_tsvector('simple', public.search_normalize(NEW.last_name)),  'A') || ⏎     setweight(to_tsvector('simple', public.search_normalize(NEW.full_name)),  'A') || ⏎     setweight(to_tsvector('simple', public.search_normalize(NEW.handle)),     'B') || ⏎     setweight(to_tsvector('simple', public.search_normalize( ⏎       concat_ws(' ', NEW.city, NEW.region, NEW.region_code, NEW.country, NEW.country_code, NEW.location))), 'C') || ⏎     setweight(to_tsvector('simple', public.search_normalize(public.place_context(NEW.place_id))), 'D'); ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),search_doc_sync_athlete,function,"CREATE OR REPLACE FUNCTION public.search_doc_sync_athlete() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO 'public', 'extensions' ⏎ AS $function$ ⏎ DECLARE ⏎   t text := COALESCE(NULLIF(btrim(COALESCE(NEW.full_name, '')), ''), NEW.handle); ⏎ BEGIN ⏎   IF t IS NULL THEN ⏎     DELETE FROM search_documents sd WHERE sd.entity_type = 'athlete' AND sd.entity_id = NEW.id; ⏎     RETURN NULL; ⏎   END IF; ⏎   INSERT INTO search_documents (entity_type, entity_id, title, subtitle, sport_key, ⏎     owner_id, visibility, place_id, city, region, region_code, country, country_code, ⏎     lat, lng, rich, recency, search_vector) ⏎   VALUES ('athlete', NEW.id, t, NEW.handle, NULL, ⏎     NEW.id, COALESCE(NEW.visibility, 'public'), NEW.place_id, NEW.city, NEW.region, NEW.region_code, ⏎     NEW.country, NEW.country_code, NEW.lat, NEW.lng, ⏎     (NEW.handle IS NOT NULL AND NEW.avatar_url IS NOT NULL), ⏎     NEW.updated_at, COALESCE(NEW.search_vector, ''::tsvector)) ⏎   ON CONFLICT (entity_type, entity_id) DO UPDATE SET ⏎     title = EXCLUDED.title, subtitle = EXCLUDED.subtitle, sport_key = EXCLUDED.sport_key, ⏎     owner_id = EXCLUDED.owner_id, visibility = EXCLUDED.visibility, place_id = EXCLUDED.place_id, ⏎     city = EXCLUDED.city, region = EXCLUDED.region, region_code = EXCLUDED.region_code, ⏎     country = EXCLUDED.country, country_code = EXCLUDED.country_code, ⏎     lat = EXCLUDED.lat, lng = EXCLUDED.lng, rich = EXCLUDED.rich, recency = EXCLUDED.recency, ⏎     search_vector = EXCLUDED.search_vector, updated_at = timezone('utc', now()); ⏎   RETURN NULL; ⏎ END; ⏎ $function$ ⏎ "
7,(function),search_doc_sync_post,function,"CREATE OR REPLACE FUNCTION public.search_doc_sync_post() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO 'public', 'extensions' ⏎ AS $function$ ⏎ DECLARE ⏎   t text; ⏎   author text; ⏎ BEGIN ⏎   IF NEW.visibility = 'public' AND NEW.status = 'published' THEN ⏎     t := left(btrim(COALESCE(NEW.caption, '')), 140); ⏎     IF t = '' THEN ⏎       t := left(btrim(array_to_string(COALESCE(NEW.hashtags, '{}'), ' ')), 140); ⏎     END IF; ⏎     IF t = '' THEN ⏎       -- Nothing searchable: no caption, no hashtags. ⏎       DELETE FROM search_documents sd WHERE sd.entity_type = 'post' AND sd.entity_id = NEW.id; ⏎       RETURN NULL; ⏎     END IF; ⏎     SELECT p.full_name INTO author FROM profiles p WHERE p.id = NEW.profile_id; ⏎     INSERT INTO search_documents (entity_type, entity_id, title, subtitle, sport_key, ⏎       owner_id, visibility, place_id, city, region, region_code, country, country_code, ⏎       lat, lng, rich, recency, search_vector) ⏎     VALUES ('post', NEW.id, t, author, NEW.sport_key, ⏎       NEW.profile_id, 'public', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, ⏎       false, NEW.created_at, ⏎       setweight(to_tsvector('simple', public.search_normalize(NEW.caption)), 'A') || ⏎       setweight(to_tsvector('simple', public.search_normalize(array_to_string(COALESCE(NEW.hashtags, '{}'), ' '))), 'B') || ⏎       setweight(to_tsvector('simple', public.search_normalize(NEW.sport_key)), 'C')) ⏎     ON CONFLICT (entity_type, entity_id) DO UPDATE SET ⏎       title = EXCLUDED.title, subtitle = EXCLUDED.subtitle, sport_key = EXCLUDED.sport_key, ⏎       owner_id = EXCLUDED.owner_id, visibility = EXCLUDED.visibility, ⏎       rich = EXCLUDED.rich, recency = EXCLUDED.recency, ⏎       search_vector = EXCLUDED.search_vector, updated_at = timezone('utc', now()); ⏎   ELSE ⏎     DELETE FROM search_documents sd WHERE sd.entity_type = 'post' AND sd.entity_id = NEW.id; ⏎   END IF; ⏎   RETURN NULL; ⏎ END; ⏎ $function$ ⏎ "
7,(function),search_document_delete,function,"CREATE OR REPLACE FUNCTION public.search_document_delete() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO 'public', 'extensions' ⏎ AS $function$ ⏎ BEGIN ⏎   DELETE FROM search_documents sd ⏎   WHERE sd.entity_type = TG_ARGV[0] AND sd.entity_id = OLD.id; ⏎   RETURN NULL; ⏎ END; ⏎ $function$ ⏎ "
7,(function),split_full_name,function,"CREATE OR REPLACE FUNCTION public.split_full_name() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ BEGIN ⏎   -- Only process if full_name changed and is not null ⏎   IF NEW.full_name IS NOT NULL AND NEW.full_name != '' THEN ⏎     -- If first_name is empty, extract it from full_name ⏎     IF NEW.first_name IS NULL OR NEW.first_name = '' THEN ⏎       NEW.first_name := SPLIT_PART(TRIM(NEW.full_name), ' ', 1); ⏎     END IF; ⏎  ⏎     -- If last_name is empty, extract it from full_name ⏎     IF NEW.last_name IS NULL OR NEW.last_name = '' THEN ⏎       -- Check if there are multiple words in full_name ⏎       IF ARRAY_LENGTH(STRING_TO_ARRAY(TRIM(NEW.full_name), ' '), 1) > 1 THEN ⏎         NEW.last_name := TRIM(SUBSTRING( ⏎           TRIM(NEW.full_name) ⏎           FROM POSITION(' ' IN TRIM(NEW.full_name)) + 1 ⏎         )); ⏎       END IF; ⏎     END IF; ⏎   END IF; ⏎  ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),sync_privacy_settings,function,"CREATE OR REPLACE FUNCTION public.sync_privacy_settings() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ BEGIN ⏎   -- When visibility changes, update or create privacy_settings ⏎   INSERT INTO public.privacy_settings (profile_id, profile_visibility) ⏎   VALUES (NEW.id, NEW.visibility) ⏎   ON CONFLICT (profile_id) ⏎   DO UPDATE SET ⏎     profile_visibility = NEW.visibility, ⏎     updated_at = NOW(); ⏎  ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),update_connection_suggestions_updated_at,function,"CREATE OR REPLACE FUNCTION public.update_connection_suggestions_updated_at() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO 'public' ⏎ AS $function$ ⏎ BEGIN ⏎   NEW.updated_at := NOW(); ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),update_equipment_updated_at,function,"CREATE OR REPLACE FUNCTION public.update_equipment_updated_at() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO 'public' ⏎ AS $function$ ⏎ BEGIN ⏎   NEW.updated_at = NOW(); ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),update_follows_updated_at,function,"CREATE OR REPLACE FUNCTION public.update_follows_updated_at() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ BEGIN ⏎   NEW.updated_at := NOW(); ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
7,(function),update_post_comments_count,function,"CREATE OR REPLACE FUNCTION public.update_post_comments_count() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ DECLARE ⏎   target_post_id UUID; ⏎ BEGIN ⏎   IF TG_OP = 'DELETE' THEN ⏎     target_post_id := OLD.post_id; ⏎   ELSE ⏎     target_post_id := NEW.post_id; ⏎   END IF; ⏎  ⏎   UPDATE public.posts ⏎   SET comments_count = ( ⏎     SELECT COUNT(*) FROM public.post_comments ⏎     WHERE post_id = target_post_id AND status = 'published' ⏎   ) ⏎   WHERE id = target_post_id; ⏎  ⏎   IF TG_OP = 'DELETE' THEN ⏎     RETURN OLD; ⏎   ELSE ⏎     RETURN NEW; ⏎   END IF; ⏎ END; ⏎ $function$ ⏎ "
7,(function),update_post_likes_count,function,"CREATE OR REPLACE FUNCTION public.update_post_likes_count() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ DECLARE ⏎   target_post_id UUID; ⏎ BEGIN ⏎   IF TG_OP = 'DELETE' THEN ⏎     target_post_id := OLD.post_id; ⏎   ELSE ⏎     target_post_id := NEW.post_id; ⏎   END IF; ⏎  ⏎   UPDATE public.posts ⏎   SET likes_count = ( ⏎     SELECT COUNT(*) FROM public.post_likes WHERE post_id = target_post_id ⏎   ) ⏎   WHERE id = target_post_id; ⏎  ⏎   IF TG_OP = 'DELETE' THEN ⏎     RETURN OLD; ⏎   ELSE ⏎     RETURN NEW; ⏎   END IF; ⏎ END; ⏎ $function$ ⏎ "
7,(function),update_post_reposts_count,function,"CREATE OR REPLACE FUNCTION public.update_post_reposts_count() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SECURITY DEFINER ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ DECLARE ⏎   old_target UUID; ⏎   new_target UUID; ⏎ BEGIN ⏎   IF TG_OP = 'INSERT' THEN ⏎     new_target := NEW.shared_post_id; ⏎   ELSIF TG_OP = 'DELETE' THEN ⏎     old_target := OLD.shared_post_id; ⏎   ELSE -- UPDATE OF shared_post_id ⏎     IF OLD.shared_post_id IS DISTINCT FROM NEW.shared_post_id THEN ⏎       old_target := OLD.shared_post_id; ⏎       new_target := NEW.shared_post_id; ⏎     END IF; ⏎   END IF; ⏎  ⏎   IF old_target IS NOT NULL THEN ⏎     UPDATE public.posts ⏎     SET reposts_count = ( ⏎       SELECT COUNT(*) FROM public.posts WHERE shared_post_id = old_target ⏎     ) ⏎     WHERE id = old_target; ⏎   END IF; ⏎  ⏎   IF new_target IS NOT NULL THEN ⏎     UPDATE public.posts ⏎     SET reposts_count = ( ⏎       SELECT COUNT(*) FROM public.posts WHERE shared_post_id = new_target ⏎     ) ⏎     WHERE id = new_target; ⏎   END IF; ⏎  ⏎   IF TG_OP = 'DELETE' THEN ⏎     RETURN OLD; ⏎   ELSE ⏎     RETURN NEW; ⏎   END IF; ⏎ END; ⏎ $function$ ⏎ "
7,(function),update_updated_at_column,function,"CREATE OR REPLACE FUNCTION public.update_updated_at_column() ⏎  RETURNS trigger ⏎  LANGUAGE plpgsql ⏎  SET search_path TO '' ⏎ AS $function$ ⏎ BEGIN ⏎   NEW.updated_at := NOW(); ⏎   RETURN NEW; ⏎ END; ⏎ $function$ ⏎ "
8,athlete_badges,athlete_badges,rows,-1
8,athlete_equipment,athlete_equipment,rows,3
8,comment_likes,comment_likes,rows,8
8,connection_suggestions,connection_suggestions,rows,-1
8,follows,follows,rows,3
8,golf_rounds,golf_rounds,rows,32
8,performances,performances,rows,0
8,post_comments,post_comments,rows,26
8,post_likes,post_likes,rows,12
8,post_media,post_media,rows,24
8,posts,posts,rows,36
8,privacy_settings,privacy_settings,rows,6
8,profiles,profiles,rows,6
8,season_highlights,season_highlights,rows,0
8,sports,sports,rows,-1
