grid,table_name,item,kind,definition
3,posts,idx_posts_status_pending,index,CREATE INDEX idx_posts_status_pending ON public.posts USING btree (profile_id) WHERE (status <> 'published'::text)
3,posts,idx_posts_tags_gin,index,CREATE INDEX idx_posts_tags_gin ON public.posts USING gin (tags)
3,posts,idx_posts_visibility_created,index,"CREATE INDEX idx_posts_visibility_created ON public.posts USING btree (visibility, created_at DESC)"
3,privacy_settings,idx_privacy_settings_profile,index,CREATE INDEX idx_privacy_settings_profile ON public.privacy_settings USING btree (profile_id)
3,privacy_settings,privacy_settings_profile_id_key,index,CREATE UNIQUE INDEX privacy_settings_profile_id_key ON public.privacy_settings USING btree (profile_id)
3,profiles,idx_profiles_country_region,index,"CREATE INDEX idx_profiles_country_region ON public.profiles USING btree (country_code, region_code)"
3,profiles,idx_profiles_deletion_requested,index,CREATE INDEX idx_profiles_deletion_requested ON public.profiles USING btree (deletion_requested_at) WHERE (deletion_requested_at IS NOT NULL)
3,profiles,idx_profiles_first_name_prefix,index,"CREATE INDEX idx_profiles_first_name_prefix ON public.profiles USING btree (lower(first_name) COLLATE ""C"")"
3,profiles,idx_profiles_first_name_trgm,index,CREATE INDEX idx_profiles_first_name_trgm ON public.profiles USING gin (lower(first_name) gin_trgm_ops)
3,profiles,idx_profiles_full_name_prefix,index,"CREATE INDEX idx_profiles_full_name_prefix ON public.profiles USING btree (lower(full_name) COLLATE ""C"")"
3,profiles,idx_profiles_full_name_trgm,index,CREATE INDEX idx_profiles_full_name_trgm ON public.profiles USING gin (lower(full_name) gin_trgm_ops)
3,profiles,idx_profiles_handle_prefix,index,"CREATE INDEX idx_profiles_handle_prefix ON public.profiles USING btree (lower(handle) COLLATE ""C"")"
3,profiles,idx_profiles_handle_trgm,index,CREATE INDEX idx_profiles_handle_trgm ON public.profiles USING gin (lower(handle) gin_trgm_ops)
3,profiles,idx_profiles_handle_unique_lower,index,CREATE UNIQUE INDEX idx_profiles_handle_unique_lower ON public.profiles USING btree (lower(handle))
3,profiles,idx_profiles_last_name_prefix,index,"CREATE INDEX idx_profiles_last_name_prefix ON public.profiles USING btree (lower(last_name) COLLATE ""C"")"
3,profiles,idx_profiles_last_name_trgm,index,CREATE INDEX idx_profiles_last_name_trgm ON public.profiles USING gin (lower(last_name) gin_trgm_ops)
3,profiles,idx_profiles_lat,index,CREATE INDEX idx_profiles_lat ON public.profiles USING btree (lat)
3,profiles,idx_profiles_place,index,CREATE INDEX idx_profiles_place ON public.profiles USING btree (place_id)
3,profiles,idx_profiles_recruiting_open,index,CREATE INDEX idx_profiles_recruiting_open ON public.profiles USING btree (recruiting_status) WHERE (recruiting_status <> 'closed'::text)
3,profiles,idx_profiles_search,index,CREATE INDEX idx_profiles_search ON public.profiles USING gin (search_vector)
3,profiles,idx_profiles_supervised,index,CREATE INDEX idx_profiles_supervised ON public.profiles USING btree (id) WHERE (supervision_state = 'supervised'::text)
3,profiles,idx_profiles_visibility,index,CREATE INDEX idx_profiles_visibility ON public.profiles USING btree (visibility)
3,profiles,profiles_email_key,index,CREATE UNIQUE INDEX profiles_email_key ON public.profiles USING btree (email)
3,profiles,profiles_username_key,index,CREATE UNIQUE INDEX profiles_username_key ON public.profiles USING btree (username)
3,season_highlights,idx_season_highlights_season,index,"CREATE INDEX idx_season_highlights_season ON public.season_highlights USING btree (profile_id, season)"
3,season_highlights,idx_season_highlights_sport,index,"CREATE INDEX idx_season_highlights_sport ON public.season_highlights USING btree (profile_id, sport_key)"
3,season_highlights,season_highlights_profile_id_sport_key_season_key,index,"CREATE UNIQUE INDEX season_highlights_profile_id_sport_key_season_key ON public.season_highlights USING btree (profile_id, sport_key, season)"
3,sports,idx_sports_active,index,"CREATE INDEX idx_sports_active ON public.sports USING btree (profile_id, active)"
3,sports,sports_profile_id_sport_key_key,index,"CREATE UNIQUE INDEX sports_profile_id_sport_key_key ON public.sports USING btree (profile_id, sport_key)"
4,athlete_badges,athlete_badges,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,athlete_equipment,athlete_equipment,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,comment_likes,comment_likes,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,connection_suggestions,connection_suggestions,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,follows,follows,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,golf_rounds,golf_rounds,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,performances,performances,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,post_comments,post_comments,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,post_likes,post_likes,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,post_media,post_media,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,posts,posts,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,privacy_settings,privacy_settings,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,profiles,profiles,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,season_highlights,season_highlights,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
4,sports,sports,rls on,"anon:DELETE, anon:INSERT, anon:REFERENCES, anon:SELECT, anon:TRIGGER, anon:TRUNCATE, anon:UPDATE, authenticated:DELETE, authenticated:INSERT, authenticated:REFERENCES, authenticated:SELECT, authenticated:TRIGGER, authenticated:TRUNCATE, authenticated:UPDATE, service_role:DELETE, service_role:INSERT, service_role:REFERENCES, service_role:SELECT, service_role:TRIGGER, service_role:TRUNCATE, service_role:UPDATE"
5,athlete_badges,athlete_badges_delete_policy,DELETE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,athlete_badges,athlete_badges_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = ( SELECT auth.uid() AS uid))
5,athlete_badges,athlete_badges_select_policy,SELECT,roles=public | USING: ((profile_id = ( SELECT auth.uid() AS uid)) OR (EXISTS ( SELECT 1 ⏎    FROM profiles ⏎   WHERE ((profiles.id = athlete_badges.profile_id) AND (profiles.visibility = 'public'::text))))) | WITH CHECK: -
5,athlete_badges,athlete_badges_update_policy,UPDATE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,athlete_equipment,athlete_equipment_guardian_write,ALL,"roles=public | USING: has_profile_access(profile_id, ARRAY['guardian'::text]) | WITH CHECK: has_profile_access(profile_id, ARRAY['guardian'::text])"
5,athlete_equipment,athlete_equipment_profile_access_select,SELECT,"roles=public | USING: has_profile_access(profile_id, ARRAY['guardian'::text, 'supervised'::text, 'viewer'::text]) | WITH CHECK: -"
5,athlete_equipment,equipment_delete_policy,DELETE,roles=public | USING: (profile_id = auth.uid()) | WITH CHECK: -
5,athlete_equipment,equipment_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = auth.uid())
5,athlete_equipment,equipment_select_policy,SELECT,roles=public | USING: ((profile_id = ( SELECT auth.uid() AS uid)) OR (EXISTS ( SELECT 1 ⏎    FROM profiles p ⏎   WHERE ((p.id = athlete_equipment.profile_id) AND (p.visibility = 'public'::text))))) | WITH CHECK: -
5,athlete_equipment,equipment_update_policy,UPDATE,roles=public | USING: (profile_id = auth.uid()) | WITH CHECK: -
5,comment_likes,comment_likes_delete_policy,DELETE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,comment_likes,comment_likes_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = ( SELECT auth.uid() AS uid))
5,comment_likes,comment_likes_select_policy,SELECT,roles=public | USING: true | WITH CHECK: -
5,connection_suggestions,connection_suggestions_delete_policy,DELETE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,connection_suggestions,connection_suggestions_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = ( SELECT auth.uid() AS uid))
5,connection_suggestions,connection_suggestions_select_policy,SELECT,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,connection_suggestions,connection_suggestions_update_policy,UPDATE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,follows,follows_delete_policy,DELETE,roles=public | USING: (follower_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,follows,follows_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (follower_id = ( SELECT auth.uid() AS uid))
5,follows,follows_select_policy,SELECT,roles=public | USING: ((follower_id = ( SELECT auth.uid() AS uid)) OR (following_id = ( SELECT auth.uid() AS uid))) | WITH CHECK: -
5,follows,follows_update_policy,UPDATE,roles=public | USING: (following_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,golf_rounds,golf_rounds_delete_policy,DELETE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,golf_rounds,golf_rounds_guardian_write,ALL,"roles=public | USING: has_profile_access(profile_id, ARRAY['guardian'::text]) | WITH CHECK: has_profile_access(profile_id, ARRAY['guardian'::text])"
5,golf_rounds,golf_rounds_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = ( SELECT auth.uid() AS uid))
5,golf_rounds,golf_rounds_profile_access_select,SELECT,"roles=public | USING: has_profile_access(profile_id, ARRAY['guardian'::text, 'supervised'::text, 'viewer'::text]) | WITH CHECK: -"
5,golf_rounds,golf_rounds_select_policy,SELECT,roles=public | USING: ((profile_id = ( SELECT auth.uid() AS uid)) OR (EXISTS ( SELECT 1 ⏎    FROM profiles ⏎   WHERE ((profiles.id = golf_rounds.profile_id) AND ((profiles.visibility = 'public'::text) OR (EXISTS ( SELECT 1 ⏎            FROM follows ⏎           WHERE ((follows.follower_id = ( SELECT auth.uid() AS uid)) AND (follows.following_id = golf_rounds.profile_id) AND (follows.status = 'accepted'::text))))))))) | WITH CHECK: -
5,golf_rounds,golf_rounds_update_policy,UPDATE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,performances,performances_delete_policy,DELETE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,performances,performances_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = ( SELECT auth.uid() AS uid))
5,performances,performances_profile_access_select,SELECT,"roles=public | USING: has_profile_access(profile_id, ARRAY['guardian'::text, 'supervised'::text, 'viewer'::text]) | WITH CHECK: -"
5,performances,performances_select_policy,SELECT,roles=public | USING: ((profile_id = ( SELECT auth.uid() AS uid)) OR (EXISTS ( SELECT 1 ⏎    FROM profiles ⏎   WHERE ((profiles.id = performances.profile_id) AND ((profiles.visibility = 'public'::text) OR (EXISTS ( SELECT 1 ⏎            FROM follows ⏎           WHERE ((follows.follower_id = ( SELECT auth.uid() AS uid)) AND (follows.following_id = performances.profile_id) AND (follows.status = 'accepted'::text))))))))) | WITH CHECK: -
5,performances,performances_update_policy,UPDATE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,post_comments,post_comments_delete_policy,DELETE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,post_comments,post_comments_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = ( SELECT auth.uid() AS uid))
5,post_comments,post_comments_select_policy,SELECT,roles=public | USING: true | WITH CHECK: -
5,post_comments,post_comments_update_policy,UPDATE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,post_likes,post_likes_delete_policy,DELETE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,post_likes,post_likes_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = ( SELECT auth.uid() AS uid))
5,post_likes,post_likes_select_policy,SELECT,roles=public | USING: true | WITH CHECK: -
5,post_media,post_media_delete_policy,DELETE,roles=public | USING: (EXISTS ( SELECT 1 ⏎    FROM posts ⏎   WHERE ((posts.id = post_media.post_id) AND (posts.profile_id = ( SELECT auth.uid() AS uid))))) | WITH CHECK: -
5,post_media,post_media_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (EXISTS ( SELECT 1 ⏎    FROM posts ⏎   WHERE ((posts.id = post_media.post_id) AND (posts.profile_id = ( SELECT auth.uid() AS uid)))))
5,post_media,post_media_profile_access_select,SELECT,"roles=public | USING: (EXISTS ( SELECT 1 ⏎    FROM posts p ⏎   WHERE ((p.id = post_media.post_id) AND has_profile_access(p.profile_id, ARRAY['guardian'::text, 'supervised'::text, 'viewer'::text])))) | WITH CHECK: -"
5,post_media,post_media_select_policy,SELECT,roles=public | USING: (EXISTS ( SELECT 1 ⏎    FROM posts ⏎   WHERE ((posts.id = post_media.post_id) AND ((posts.profile_id = ( SELECT auth.uid() AS uid)) OR (posts.visibility = 'public'::text) OR (EXISTS ( SELECT 1 ⏎            FROM follows ⏎           WHERE ((follows.follower_id = ( SELECT auth.uid() AS uid)) AND (follows.following_id = posts.profile_id) AND (follows.status = 'accepted'::text)))))))) | WITH CHECK: -
5,post_media,post_media_update_policy,UPDATE,roles=public | USING: (EXISTS ( SELECT 1 ⏎    FROM posts ⏎   WHERE ((posts.id = post_media.post_id) AND (posts.profile_id = ( SELECT auth.uid() AS uid))))) | WITH CHECK: -
5,posts,posts_delete_policy,DELETE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,posts,posts_guardian_write,ALL,"roles=public | USING: has_profile_access(profile_id, ARRAY['guardian'::text]) | WITH CHECK: has_profile_access(profile_id, ARRAY['guardian'::text])"
5,posts,posts_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = ( SELECT auth.uid() AS uid))
5,posts,posts_profile_access_select,SELECT,"roles=public | USING: has_profile_access(profile_id, ARRAY['guardian'::text, 'supervised'::text, 'viewer'::text]) | WITH CHECK: -"
5,posts,posts_select_policy,SELECT,roles=public | USING: ((profile_id = ( SELECT auth.uid() AS uid)) OR ((status = 'published'::text) AND ((visibility = 'public'::text) OR (EXISTS ( SELECT 1 ⏎    FROM follows ⏎   WHERE ((follows.follower_id = ( SELECT auth.uid() AS uid)) AND (follows.following_id = posts.profile_id) AND (follows.status = 'accepted'::text))))))) | WITH CHECK: -
5,posts,posts_update_policy,UPDATE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,privacy_settings,privacy_settings_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = ( SELECT auth.uid() AS uid))
5,privacy_settings,privacy_settings_select_policy,SELECT,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,privacy_settings,privacy_settings_update_policy,UPDATE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,profiles,profiles_profile_access_select,SELECT,"roles=public | USING: has_profile_access(id, ARRAY['guardian'::text, 'supervised'::text, 'viewer'::text]) | WITH CHECK: -"
5,profiles,profiles_select_policy,SELECT,roles=public | USING: ((id = ( SELECT auth.uid() AS uid)) OR (visibility = 'public'::text) OR (EXISTS ( SELECT 1 ⏎    FROM follows ⏎   WHERE ((follows.follower_id = ( SELECT auth.uid() AS uid)) AND (follows.following_id = profiles.id) AND (follows.status = 'accepted'::text))))) | WITH CHECK: -
5,profiles,profiles_update_policy,UPDATE,roles=public | USING: (id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,season_highlights,season_highlights_delete_policy,DELETE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,season_highlights,season_highlights_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (profile_id = ( SELECT auth.uid() AS uid))
5,season_highlights,season_highlights_profile_access_select,SELECT,"roles=public | USING: has_profile_access(profile_id, ARRAY['guardian'::text, 'supervised'::text, 'viewer'::text]) | WITH CHECK: -"
5,season_highlights,season_highlights_select_policy,SELECT,roles=public | USING: ((profile_id = ( SELECT auth.uid() AS uid)) OR (EXISTS ( SELECT 1 ⏎    FROM profiles ⏎   WHERE ((profiles.id = season_highlights.profile_id) AND ((profiles.visibility = 'public'::text) OR (EXISTS ( SELECT 1 ⏎            FROM follows ⏎           WHERE ((follows.follower_id = ( SELECT auth.uid() AS uid)) AND (follows.following_id = season_highlights.profile_id) AND (follows.status = 'accepted'::text))))))))) | WITH CHECK: -
5,season_highlights,season_highlights_update_policy,UPDATE,roles=public | USING: (profile_id = ( SELECT auth.uid() AS uid)) | WITH CHECK: -
5,sports,sports_insert_policy,INSERT,roles=public | USING: - | WITH CHECK: (( SELECT auth.uid() AS uid) IS NOT NULL)
5,sports,sports_select_policy,SELECT,roles=public | USING: true | WITH CHECK: -
6,athlete_badges,handle_updated_at_athlete_badges,enabled=O,CREATE TRIGGER handle_updated_at_athlete_badges BEFORE UPDATE ON public.athlete_badges FOR EACH ROW EXECUTE FUNCTION handle_updated_at()
6,athlete_equipment,trigger_equipment_updated_at,enabled=O,CREATE TRIGGER trigger_equipment_updated_at BEFORE UPDATE ON public.athlete_equipment FOR EACH ROW EXECUTE FUNCTION update_equipment_updated_at()
6,comment_likes,trigger_decrement_comment_likes_count,enabled=O,CREATE TRIGGER trigger_decrement_comment_likes_count AFTER DELETE ON public.comment_likes FOR EACH ROW EXECUTE FUNCTION decrement_comment_likes_count()
6,comment_likes,trigger_increment_comment_likes_count,enabled=O,CREATE TRIGGER trigger_increment_comment_likes_count AFTER INSERT ON public.comment_likes FOR EACH ROW EXECUTE FUNCTION increment_comment_likes_count()
6,comment_likes,trigger_notify_comment_like,enabled=O,CREATE TRIGGER trigger_notify_comment_like AFTER INSERT ON public.comment_likes FOR EACH ROW EXECUTE FUNCTION notify_comment_like()
6,connection_suggestions,trigger_connection_suggestions_updated_at,enabled=O,CREATE TRIGGER trigger_connection_suggestions_updated_at BEFORE UPDATE ON public.connection_suggestions FOR EACH ROW EXECUTE FUNCTION update_connection_suggestions_updated_at()
6,follows,set_follows_updated_at,enabled=O,CREATE TRIGGER set_follows_updated_at BEFORE UPDATE ON public.follows FOR EACH ROW EXECUTE FUNCTION update_follows_updated_at()
6,follows,trigger_notify_follow_accepted,enabled=O,CREATE TRIGGER trigger_notify_follow_accepted AFTER UPDATE ON public.follows FOR EACH ROW EXECUTE FUNCTION notify_follow_accepted()
6,follows,trigger_notify_follow_declined,enabled=O,CREATE TRIGGER trigger_notify_follow_declined BEFORE DELETE ON public.follows FOR EACH ROW WHEN ((old.status = 'pending'::text)) EXECUTE FUNCTION notify_follow_declined()
6,follows,trigger_notify_follow_request,enabled=O,CREATE TRIGGER trigger_notify_follow_request AFTER INSERT ON public.follows FOR EACH ROW EXECUTE FUNCTION notify_follow_request()
6,follows,trigger_notify_new_follower,enabled=O,CREATE TRIGGER trigger_notify_new_follower AFTER INSERT ON public.follows FOR EACH ROW WHEN ((new.status = 'accepted'::text)) EXECUTE FUNCTION notify_new_follower()
6,performances,handle_updated_at_performances,enabled=O,CREATE TRIGGER handle_updated_at_performances BEFORE UPDATE ON public.performances FOR EACH ROW EXECUTE FUNCTION handle_updated_at()
6,post_comments,trigger_notify_post_comment,enabled=O,CREATE TRIGGER trigger_notify_post_comment AFTER INSERT ON public.post_comments FOR EACH ROW EXECUTE FUNCTION notify_post_comment()
6,post_comments,trigger_update_post_comments_count,enabled=O,CREATE TRIGGER trigger_update_post_comments_count AFTER INSERT OR DELETE OR UPDATE OF status ON public.post_comments FOR EACH ROW EXECUTE FUNCTION update_post_comments_count()
6,post_comments,update_post_comments_count_trigger,enabled=O,CREATE TRIGGER update_post_comments_count_trigger AFTER INSERT OR DELETE ON public.post_comments FOR EACH ROW EXECUTE FUNCTION update_post_comments_count()
6,post_likes,trigger_notify_post_like,enabled=O,CREATE TRIGGER trigger_notify_post_like AFTER INSERT ON public.post_likes FOR EACH ROW EXECUTE FUNCTION notify_post_like()
6,post_likes,trigger_update_post_likes_count,enabled=O,CREATE TRIGGER trigger_update_post_likes_count AFTER INSERT OR DELETE ON public.post_likes FOR EACH ROW EXECUTE FUNCTION update_post_likes_count()
6,post_likes,update_post_likes_count_trigger,enabled=O,CREATE TRIGGER update_post_likes_count_trigger AFTER INSERT OR DELETE ON public.post_likes FOR EACH ROW EXECUTE FUNCTION update_post_likes_count()
6,posts,posts_search_doc,enabled=O,"CREATE TRIGGER posts_search_doc AFTER INSERT OR UPDATE OF caption, hashtags, sport_key, visibility, status ON public.posts FOR EACH ROW EXECUTE FUNCTION search_doc_sync_post()"
6,posts,posts_search_doc_delete,enabled=O,CREATE TRIGGER posts_search_doc_delete AFTER DELETE ON public.posts FOR EACH ROW EXECUTE FUNCTION search_document_delete('post')
6,posts,posts_search_vector_trigger,enabled=O,CREATE TRIGGER posts_search_vector_trigger BEFORE INSERT OR UPDATE ON public.posts FOR EACH ROW EXECUTE FUNCTION posts_search_vector_update()
6,posts,trigger_update_post_reposts_count,enabled=O,CREATE TRIGGER trigger_update_post_reposts_count AFTER INSERT OR DELETE OR UPDATE OF shared_post_id ON public.posts FOR EACH ROW EXECUTE FUNCTION update_post_reposts_count()
6,posts,update_posts_updated_at,enabled=O,CREATE TRIGGER update_posts_updated_at BEFORE UPDATE ON public.posts FOR EACH ROW EXECUTE FUNCTION update_updated_at_column()
6,profiles,auto_split_full_name,enabled=O,CREATE TRIGGER auto_split_full_name BEFORE INSERT OR UPDATE OF full_name ON public.profiles FOR EACH ROW EXECUTE FUNCTION split_full_name()
6,profiles,handle_updated_at_profiles,enabled=O,CREATE TRIGGER handle_updated_at_profiles BEFORE UPDATE ON public.profiles FOR EACH ROW EXECUTE FUNCTION handle_updated_at()
6,profiles,profiles_search_doc,enabled=O,"CREATE TRIGGER profiles_search_doc AFTER INSERT OR UPDATE OF first_name, last_name, full_name, handle, location, city, region, region_code, country, country_code, place_id, lat, lng, visibility, avatar_url, search_vector ON public.profiles FOR EACH ROW EXECUTE FUNCTION search_doc_sync_athlete()"
6,profiles,profiles_search_doc_delete,enabled=O,CREATE TRIGGER profiles_search_doc_delete AFTER DELETE ON public.profiles FOR EACH ROW EXECUTE FUNCTION search_document_delete('athlete')
6,profiles,profiles_search_vector,enabled=O,"CREATE TRIGGER profiles_search_vector BEFORE INSERT OR UPDATE OF first_name, last_name, full_name, handle, location, city, region, region_code, country, country_code, place_id ON public.profiles FOR EACH ROW EXECUTE FUNCTION profiles_search_vector_update()"
